FLIGHT_ID,P64: Duration of Takeoff (Seconds),HEAD_WIND,MSL_ALT,MACH_NUMBER_START_EVENT,DRAG,LIFT,FUEL_QUANTITY,P64  Wind Speed at Start of Event (library) (knots),P64  Wind Direction (true) at Start of Event (library) (degrees),P64  Mean Longitudinal Acceleration over succeeding interval from Start of Event (g's),P64  Mean Vertical (body normal) Acceleration over succeeding interval from Start of Event (g's),P64  Longitudinal Acceleration at Start of Event (g's),P64  Vertical (body normal) Acceleration at Start of Event (library) (g's),P64  Mean Normal-Load Factor over succeeding interval from Start of Event (g's),P64  Drag (expected clean configuration) at Start of Event (lbs),P64  Lift Expected at Start of Event (lbs),P64  Gross Weight at Start of Event (library) (kg),P64  Corrected MSL Altitude at Start of Event (library) (feet),P64  Pressure Altitude (above MSL) at Start of Event (library) (feet),P64  GPS Altitude (above MSL) at Start of Event (library) (feet),P64  Density Altitude at Start of Event (ft),P64  Geometric Altitude (above MSL) at Start of Event (library) (feet),P64  Radio Altitude at Start of Event (ft),P64  Height AGL at Start of Event (feet),P64  Height AGL at Start of Event (library) (feet),P64  Height Above Takeoff (best estimate library) at Start of Event (feet),P64  Height AFE at Start of Event (library) (feet),P64  Flap Position at Start of Event (library) (deg+   TED),P64  Slat Position at Start of Event (library) (deg+   LED),P64  Slats Retracted (boolean) at Start of Event (library) (0   retracted),P64  Spoiler Position Average (all spoilers; +  TEU) at Start of Event (degrees),P64  Spoiler Position Average (left; +  TEU) at Start of Event (deg+ TEU),P64  Spoiler Position Average (right; +  TEU) at Start of Event (deg+ TEU),P64  Elevator Position at Start of Event (deg+ TEU),P64  Air Temperature (outside) at Start of Event (library) (Deg Celsius),P64  Air Temperature (total best available) at Start of Event (library) (Deg Celsius),DISTANCE_FROM_RUNWAY_END,RUNWAY_CALCULATED_GRADIENT,P64: Pressure Altitude at the Start of Takeoff (ft),P64: Corrected Altitude at Liftoff (feet),P64: Best Available MSL Altitude at Liftoff (feet),P64: GPS Altitude at Liftoff (ft),P64: V1 for Takeoff Configuration (knots),P64: V2 for Takeoff Configuration (knots),P64: Airspeed (calibrated) at Start of Rotation (knots),P64: Airspeed (calibrated) at Liftoff (knots),P64: VR for Takeoff Configuration (knots),P64: Vmu for Takeoff Configuration (knots),P64: True Airspeed at Liftoff (knots).1,P64: Pitch Attitude at Liftoff (deg),HEAD_WIND_KNOTS_TWENTY_POINT_LAGGING_AVERAGE,HEAD_WIND_KNOTS_during_stated_takeoff_ground_roll,FLAP_POSITION_DEGREES_during_stated_takeoff_ground_roll,FLAP_POSITION_DEGREES_std_during_stated_takeoff_ground_roll,TAKEOFF_GROUND_ROLL_DISTANCE_STATED_(FEET),RUNWAY_CALCULATED_GRADIENT_degraded,GROSS_WEIGHT_KILOGRAMS_rollstart,FLAP_POSITION_DEGREES,MSL_ALT_degraded,AIR_TEMP_OUTSIDE_CELSIUS,AIRPORT,RUNWAY,STAGE,AIRCRAFT_TYPE,PREDICTED_N1,ERROR,ABSOLUTE_ERROR,N1
1046656,39.5,-7.857874,1417.75,0.227452,23809.964844,372421.15625,26090.634766,7.875,158.906204,0.271875,0.072266,0.271484,0.064453,1.082899,23809.964844,372421.15625,179985.46875,1401.702148,1384.0,1417.75,2536.774414,1388.457275,1.5,1.499056,1.499056,0.88599,0.88599,14.25,20.75,1.0,0.149414,0.158203,0.140625,7.646485,22.25,25.25,5906.31745875035,0.0005354642062772,1466.833374,1400.816162,1400.816162,1416.125,130.800003,136.0,138.75,146.3125,137.25,137.25,151.8125,7.602539,-2.49196765,-1.066753615384615,14.25,0.0,5444.231638477607,0.0,180176.403595,14.25,1400.0,22.25,LLBG,34,4,A330-2_4PW067,65.694786,24.420882462812333,21.227088928222656,86.921875
1111196,38.375,-9.288565,1422.375,0.231907,28786.75,456912.8125,54358.511719,9.3125,139.746063,0.305078,0.09375,0.308594,0.056641,1.073785,28786.75,456912.8125,211628.0625,1422.664917,1139.0,1422.375,1892.68103,1405.711426,2.875,2.871859,2.871859,6.245971,6.245971,14.25,20.75,1.0,0.131836,0.123047,0.140625,8.833009,19.25,22.5,6045.94066647665,0.0003602128395742,1241.666626,1416.418945,1416.418945,1417.625,144.800003,150.0,149.4375,152.25,147.9375,147.9375,156.5625,9.799804,-1.21526485,0.2470865789473684,14.25,0.0,5660.09744030533,0.0,211851.818558,14.25,1400.0,19.25,CYUL,32,5,A330-2_4PW067,70.679474,23.680001212670827,21.929901123046875,92.609375
1006682,40.875,-13.08956,1416.875,0.240323,31335.851563,483687.9375,61870.003906,13.1875,342.773346,0.314453,0.099609,0.296875,0.107422,1.070747,31335.851563,483687.9375,220845.0625,1405.220093,1137.0,1416.875,-995.802612,1386.829102,-0.125,0.0,0.0,5.363614,5.363614,14.25,20.75,1.0,0.166992,0.175781,0.158203,8.34961,-4.5,-1.25,6040.83424958772,-0.0005354642062772,1248.0,1399.856445,1399.856445,1413.375,147.800003,153.0,149.75,157.875,148.25,148.782898,155.5625,9.843749,-5.1335314,-2.586637219512195,14.25,0.0,5737.836390995288,-0.0,221078.73349,14.25,1400.0,-4.5,HKJK,16,5,A330-2_4PW067,73.55148,19.298904133807646,17.589141845703125,91.140625
1152823,47.875,-10.16608,1422.125,0.23064,34727.4375,475838.46875,69879.132813,10.34375,324.579987,0.264062,0.030273,0.25,-0.003906,1.015625,34727.4375,475838.46875,236443.265625,1402.628906,1558.0,1422.125,472.588867,1389.388306,-1.375,0.499619,0.499619,2.598583,2.598583,22.25,23.75,1.0,0.131836,0.131836,0.131836,6.987303,3.0,6.0,7267.13462218971,-0.0005354642062772,1617.333374,1400.030273,1400.030273,1416.0,132.0,148.0,142.625,148.9375,140.0,148.9375,151.875,9.492187,-4.7574413,-2.5899509166666665,22.25,0.0,6960.470616292807,-0.0,236692.80632,22.25,1400.0,3.0,KORD,16,6,A340-3_2CM015,90.99004,0.5743077860892949,0.5255813598632812,91.515625
1144235,31.125,-14.383022,1418.5,0.219285,26409.388672,363798.40625,25038.300781,14.46875,130.86911,0.323047,0.12793,0.324219,0.103516,1.115451,26409.388672,363798.40625,166413.984375,1419.410034,2238.0,1418.5,1440.589355,1406.271729,4.25,4.247158,4.247158,1.418521,1.418521,14.25,20.75,1.0,0.131836,0.140625,0.123047,8.833009,4.0,6.75,4862.50786537247,0.0003602128395742,2319.666748,1417.991455,1417.991455,1411.25,122.800003,128.0,129.75,136.75,128.25,129.859131,139.6875,8.481444,-7.0120097,-4.178850258064516,14.25,0.0,4366.801679181651,0.0,166563.066742,14.25,1400.0,4.0,LLBG,32,4,A330-2_4PW067,72.66814,16.742557425930897,14.613113403320312,87.28125
1151684,44.125,-0.428766,49.0,0.254448,25838.535156,489853.3125,48026.371094,0.5,180.0,0.272639,0.09472,0.27342,0.119133,1.071546,25838.535156,489853.3125,206729.3125,27.642536,-282.0,49.0,-1539.802856,19.695812,8.75,8.74484,8.74484,1.97481,1.97481,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.338899,5.25,9.0,7474.27476595342,0.0,-256.166656,25.667727,25.667727,46.0,151.800003,157.0,160.75,167.75,159.25,159.25,164.125,8.525427,-0.0474325,-0.0118155454545454,14.25,0.0,7148.310753152795,0.0,206937.371567,14.25,0.0,5.25,LSGG,04L,5,A330-3_4PW067,88.663445,10.894282767612859,8.710319519042969,79.953125
1022700,33.0,4.855329,60.5,0.227664,9373.347656,138401.265625,6216.838867,5.062176,49.39452,0.266016,0.131836,0.266602,0.097656,1.101563,9373.347656,138401.265625,62777.1875,24.026173,-167.0,60.5,-602.429871,8.803226,2.5,2.5,2.498584,0.0,0.0,14.911793,22.001198,1.0,0.054932,0.109863,0.0,8.833009,11.75,14.75,4207.15587608103,0.0,-143.0,24.026173,24.026173,60.5,129.800003,135.0,139.375,152.375,137.875,137.875,151.0,9.052732,5.6515233,3.278034454545455,14.911793,0.0,4066.0157035713655,0.0,62838.881844,14.911793,100.0,11.75,LSGG,07R,1,A320-2_3CM021,91.91109,8.609851741368168,7.2860870361328125,84.625
1144196,39.375,5.03985,1420.375,0.258168,27391.703125,498379.46875,39226.679688,4.0,310.078125,0.310136,0.183582,0.31248,0.17577,1.093246,27391.703125,498379.46875,214131.9375,1418.23291,1712.0,1420.375,1091.998901,1406.261963,3.75,3.747405,3.747405,1.720035,1.720035,14.25,20.75,1.0,0.254884,0.175782,0.158204,10.327192,6.5,10.25,6046.35362408345,0.0003602128395742,1767.333374,1416.512817,1416.512817,1412.625,143.800003,149.0,150.4375,163.0,148.9375,152.638351,164.375,9.7559,0.9964341,0.3817649230769231,14.25,0.0,5745.872428333692,0.0,214344.792786,14.25,1400.0,6.5,OMDB,32,5,A330-3_4PW067,97.895035,13.132579027853017,11.363784790039062,86.53125
1150830,49.5,1.592602,18.25,0.242792,35692.714844,549791.1875,80654.890625,2.0,260.595642,0.258594,0.100586,0.261719,0.117188,1.09809,35692.714844,549791.1875,251155.203125,22.79476,206.0,18.25,-412.026917,10.153581,1.75,1.750024,1.750024,0.637087,0.637087,22.25,23.75,1.0,0.197754,0.205078,0.19043,13.491207,9.5,12.75,7311.87244298329,-0.0006318449873631,256.666656,22.157673,22.157673,13.5,136.0,155.0,147.0625,160.4375,145.5,156.981232,158.4375,10.151366,5.7226025,5.073668693877552,22.25,0.0,6882.177729705399,-0.0,251427.432831,22.25,0.0,9.5,LSZH,28R,7,A340-3_2CM015,92.06145,0.7172872960311396,0.6651158564453112,92.726563
1132985,31.0,-3.513095,1426.75,0.22692,9895.1875,144826.0,6958.768066,4.499712,57.480453,0.328711,0.230469,0.331055,0.201172,1.242188,9895.1875,144826.0,57914.675781,1424.802856,1230.0,1426.75,645.758911,1408.893188,6.625,6.625,6.62286,-7e-06,-7e-06,14.911794,22.0012,1.0,0.0,0.0,0.0,7.119141,7.75,10.5,4355.3310852774,-0.0032065409446635,1265.333374,1424.802856,1424.802856,1426.75,129.800003,135.0,139.25,149.5,137.75,137.75,150.5,11.68945,0.0990462500000001,0.1772264516129032,14.911794,0.0,4042.61597918458,-0.0,57971.245991,14.911794,1400.0,7.75,EGLL,28,1,A320-2_3CM021,98.60669,15.965235667034177,13.575439453125,85.03125
1021475,43.125,-6.377041,1417.25,0.242792,24815.582031,483215.75,36813.566406,3.5,0.0,0.321464,0.140616,0.308574,0.158193,1.147062,24815.582031,483215.75,195716.09375,1404.096924,949.0,1417.25,145.064468,1395.339111,6.75,6.745712,6.745712,2.22015,2.22015,14.25,20.75,1.0,0.254884,0.175782,0.158204,11.03032,6.5,10.0,7200.13976642861,-0.0005354642062772,979.666687,1401.876831,1401.876831,1411.125,144.800003,150.0,147.125,155.3125,145.625,145.625,155.75,9.404337,-0.91097095,-0.2754041395348837,14.25,0.0,6912.876238603319,-0.0,195913.822037,14.25,1400.0,6.5,OMDB,16,5,A330-3_4PW067,94.30333,15.865100517133806,12.912704467773438,81.390625
1118554,61.625,1.120294,5554.75,0.27032,33724.304688,562555.8125,82505.273438,1.15625,29.619133,0.218359,0.054688,0.212891,0.058594,1.011285,33724.304688,562555.8125,256942.03125,5535.865723,5132.0,5554.75,7059.192871,5521.634766,-0.25,5.273914,5.273914,-0.368073,-0.368073,22.25,23.75,1.0,0.19043,0.19043,0.19043,10.678708,21.75,26.25,10625.764203428,-0.0036539124439848,5239.833496,5536.233887,5536.233887,5551.25,134.0,161.0,158.25,162.8125,147.5,159.752991,180.875,8.964843,6.43871195,6.158971709677419,22.25,0.0,10295.15428953663,-0.0,257271.038696,22.25,5600.0,21.75,LSZH,03L,7,A340-3_2CM015,100.472046,1.3909009381898456,1.3782958984375,99.09375
1104993,50.25,-11.156237,1425.125,0.2294,35497.300781,513538.4375,61316.582031,11.15625,335.302643,0.279687,0.063477,0.269531,0.085938,1.057726,35497.300781,513538.4375,234574.796875,1401.612549,1276.0,1425.125,2147.24707,1390.195679,2.875,2.873871,2.873871,0.947763,0.947763,22.25,23.75,1.0,0.197754,0.146484,0.249023,12.436521,20.0,23.0,8230.14693822252,-0.0005354642062772,1315.166626,1400.664795,1400.664795,1419.0,136.0,148.0,146.0625,147.4375,142.0,147.4375,152.3125,11.118163,-3.76921525,-2.16027704,22.25,0.0,7764.711933319765,-0.0,234821.504456,22.25,1400.0,20.0,KBOS,16,5,A340-3_2CM015,91.01397,0.5905962768539826,0.54071857861328,91.554688
1014080,55.875,-4.78292,145.625,0.239816,34144.269531,549910.5625,83702.578125,5.84375,47.373035,0.248047,-0.000977,0.240234,-0.009766,1.000434,34144.269531,549910.5625,263508.875,121.798264,72.0,145.625,-96.882759,111.969009,-0.75,0.0,0.0,2.065479,2.065479,22.25,23.75,1.0,0.183105,0.234375,0.131836,10.415036,13.5,16.75,8992.97304357746,0.0021834423559572,90.5,119.732788,119.732788,143.5,145.0,158.0,152.625,160.3125,151.5,160.3125,159.375,9.404296,0.0427472000000001,1.3503298214285715,22.25,0.0,8444.47400051352,0.0,263810.226929,22.25,100.0,13.5,LSZH,25R,7,A340-3_2CM015,91.34373,0.5359676167118721,0.4922108881835925,91.835938
1045517,39.125,-13.590942,1420.875,0.229927,25462.65625,401136.71875,25183.449219,13.59375,339.08194,0.280469,0.154297,0.277344,0.113281,1.074219,25462.65625,401136.71875,183469.046875,1407.72229,1112.0,1420.875,1569.524902,1391.943481,4.375,4.372852,4.372852,7.366036,7.366036,14.25,20.75,1.0,0.333984,0.527344,0.140625,9.75586,16.75,19.75,6625.40083564863,-0.0005354642062772,1187.666626,1400.356201,1400.356201,1412.5,140.800003,146.0,146.5,150.625,145.0,145.0,154.1875,7.690429,-6.27717695,-3.811395871794872,14.25,0.0,6114.990574879163,-0.0,183657.2117,14.25,1400.0,16.75,LLBG,16,4,A330-2_4PW067,71.59269,17.531819134156766,15.219810485839844,86.8125
1026509,28.75,-7.689387,1403.75,0.23312,10234.166016,142711.640625,6833.604492,7.780752,87.011696,0.34375,0.121094,0.347656,0.087891,1.160156,10234.166016,142711.640625,65389.878906,1422.050903,1338.0,1403.75,536.578125,1403.810303,1.625,1.625,1.623893,1.581665,1.581665,14.911794,22.0012,1.0,0.0,0.0,0.0,5.185547,5.75,8.75,4227.51068985995,-0.0032065409446635,1408.333374,1420.469238,1420.469238,1400.25,134.800003,140.0,139.5,148.625,138.0,138.0,147.0,8.70117,-1.46532135,-0.7454151724137931,14.911794,0.0,3962.1890937184858,-0.0,65456.359268,14.911794,1400.0,5.75,EGLL,28,1,A320-2_3CM021,100.928085,10.68193044786669,9.740585327148438,91.1875
1118818,34.125,3.156539,158.625,0.231413,24091.835938,406558.6875,28376.740234,6.0625,359.912018,0.271875,0.166016,0.257813,0.148438,1.132378,24091.835938,406558.6875,185428.578125,134.916992,97.0,158.625,1834.962769,120.051849,5.0,4.996687,4.996687,1.337118,1.337118,14.25,20.75,1.0,0.140625,0.123047,0.158203,10.634767,30.0,33.5,5443.00687634731,-0.0027424094025465,188.166672,133.57988,133.57988,151.125,132.800003,138.0,139.9375,150.625,138.4375,138.4375,156.3125,7.514648,5.32845565,4.754680264705883,14.25,0.0,4961.054608471455,-0.0,185603.192673,14.25,200.0,30.0,LSZH,30,4,A330-2_4PW067,65.4847,25.69111709053635,22.640296936035156,88.125
1023020,30.375,-7.204548,2297.75,0.207405,22261.414063,320160.09375,10704.780273,7.84375,350.683502,0.307031,0.051758,0.300781,0.048828,1.034288,22261.414063,320160.09375,156979.25,2288.349854,2218.0,2297.75,3949.939697,2272.61084,1.125,2.50144,2.50144,3.891099,3.891099,14.25,20.75,1.0,0.140625,0.140625,0.140625,6.28418,25.75,28.25,4449.65718644984,-0.0011656056666367,2304.666748,2284.45874,2284.45874,2295.125,116.800003,122.0,123.8125,132.625,122.3125,126.858841,141.4375,8.085937,-0.664054450000001,-0.2025513666666666,14.25,0.0,3972.123291795684,-0.0,157120.968048,14.25,2300.0,25.75,FKKD,19,1,A330-2_4PW067,79.732315,10.271352838711096,9.127059936523438,88.859375
1009513,38.375,-2.141854,33.25,0.222952,19528.933594,365328.65625,11539.392578,2.5,270.0,0.283576,0.178699,0.277326,0.154287,1.131872,19528.933594,365328.65625,155183.0625,51.40387,-30.0,33.25,859.976257,54.828754,4.875,4.867707,4.867707,10.172498,10.172498,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.811552,22.75,26.0,6298.1158301184,0.0033582345281337,-11.166667,41.231373,41.231373,25.0,126.800003,132.0,138.75,148.75,137.25,137.25,150.8125,7.646517,-0.19978535,-0.0487856052631578,14.25,0.0,5432.949701615395,0.0,155338.60968,14.25,0.0,22.75,OOMS,12R,1,A330-3_4PW067,84.871475,8.159586102399443,6.4027252197265625,78.46875
1013807,62.5,-3.840571,5563.5,0.269328,35874.199219,562549.8125,82360.140625,4.125,216.826111,0.221875,0.073242,0.21875,0.064453,1.092448,35874.199219,562549.8125,251808.265625,5536.002441,5215.0,5563.5,6883.380371,5519.28418,0.125,3.026447,3.026447,2.577392,2.577392,22.25,23.75,1.0,0.153809,0.175781,0.131836,11.557614,19.25,23.75,11066.3016806916,-0.0036539124439848,5322.166504,5533.425293,5533.425293,5558.375,134.0,160.0,159.1875,162.9375,147.0,158.215454,180.4375,8.569335,-1.3725767,1.230334629032258,22.25,0.0,10687.350339864675,-0.0,252132.353699,22.25,5600.0,19.25,LSZH,03L,7,A340-3_2CM015,98.78026,1.0297481599357678,1.0068201787109388,97.773438
1145035,44.875,-4.316122,24.0,0.246016,23717.976563,484826.0625,45141.523438,0.0,137.8125,0.292169,0.115227,0.289044,0.111321,1.091076,23717.976563,484826.0625,211646.25,39.114197,-68.0,24.0,1127.362671,28.920572,0.375,4.751448,4.751448,0.876804,0.876804,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.075225,25.5,29.25,7451.99790188838,-0.001676318195672,-3.5,38.237392,38.237392,19.0,147.800003,153.0,155.25,161.5625,153.75,153.75,162.5625,9.228555,-0.2158061,0.0,14.25,0.0,6986.716899444235,-0.0,211878.515991,14.25,0.0,25.5,LSZH,30R,5,A330-3_4PW067,95.35676,12.308290753243467,10.450508117675781,84.90625
1003611,40.75,-9.63665,1412.0,0.229927,27306.898438,406655.125,48879.117188,9.75,326.074127,0.283594,0.098633,0.263672,0.068359,1.08941,27306.898438,406655.125,193919.828125,1406.48938,1087.0,1412.0,377.320862,1388.663452,0.125,1.254406,1.254406,5.324289,5.324289,14.25,20.75,1.0,0.166992,0.175781,0.158203,8.920899,7.0,10.0,5906.85797585656,-0.0005354642062772,1177.166626,1401.165039,1401.165039,1404.5,141.800003,147.0,144.5,150.9375,143.0,143.0,151.75,8.701171,-3.2597357,-1.2428200731707315,14.25,0.0,5605.45668258196,-0.0,194124.426651,14.25,1400.0,7.0,KBOS,16,5,A330-2_4PW067,65.5436,24.811067801689372,21.628273010253906,87.171875
1041808,42.25,-2.992615,1426.875,0.266352,26470.332031,536644.6875,57624.390625,3.0,330.820313,0.288263,0.118157,0.294903,0.089838,1.053318,26470.332031,536644.6875,229354.5,1402.243652,1262.0,1426.875,715.692078,1393.08374,7.125,7.120178,7.120178,1.523274,1.523274,14.25,20.75,1.0,0.228517,0.158204,0.140626,7.251007,8.0,12.5,8024.86035568756,-0.0005354642062772,1299.333374,1400.720337,1400.720337,1415.5,155.800003,161.0,159.4375,170.75,157.9375,157.9375,171.5,9.228555,-0.41158035,-0.1247379047619047,14.25,0.0,7531.580192231542,-0.0,229592.722702,14.25,1400.0,8.0,VABB,16,6,A330-3_4PW067,100.040695,14.250615492282298,12.478195190429688,87.5625
1034633,42.125,-5.492521,68.25,0.239332,28748.384766,473612.8125,50366.898438,5.5,29.003899,0.278906,0.142578,0.283203,0.142578,1.12717,28748.384766,473612.8125,208217.046875,33.478264,85.0,68.25,362.934448,16.906155,5.875,5.867411,5.867411,8.223769,8.223769,14.25,20.75,1.0,0.158203,0.175781,0.140625,10.063478,17.25,20.5,7965.91087209248,0.0,159.166672,25.254496,25.254496,63.0,147.800003,153.0,152.5,159.5625,151.0,151.0,160.375,8.61328,0.6586664,2.0613206904761903,14.25,0.0,6288.86939898441,0.0,208443.687759,14.25,100.0,17.25,LSZH,22R,5,A330-2_4PW067,63.75317,27.873380221683313,24.637454986572266,88.390625
1126719,31.875,-3.283004,1409.25,0.232872,9033.646484,135376.421875,7646.274414,3.312288,88.593727,0.291797,0.078125,0.275391,0.039063,1.111111,9033.646484,135376.421875,67131.671875,1419.32959,1233.0,1409.25,1278.105225,1400.512085,-1.125,-1.125,0.002637,0.416982,0.416982,14.911794,22.004751,1.0,0.021973,0.021973,0.021973,8.173829,13.0,16.25,4498.40793529005,-0.0032065409446635,1302.666626,1418.912598,1418.912598,1409.5,135.800003,141.0,141.75,150.625,140.25,140.25,150.5,6.328124,0.9939713,0.7238259375,14.911794,0.0,4239.616758391099,-0.0,67200.187263,14.911794,1400.0,13.0,EGLL,28,1,A320-2_3CM021,97.2349,6.8882461595027475,6.266151428222656,90.96875
1106978,44.25,1.998429,63.625,0.241304,22832.660156,451961.78125,42492.542969,3.0,163.125,0.26678,0.15624,0.244125,0.140616,1.126664,22832.660156,451961.78125,194700.046875,30.516695,-249.0,63.625,418.047974,14.424154,2.625,2.621987,2.621987,6.807233,6.807233,14.25,20.75,1.0,0.263673,0.175782,0.175782,7.646517,21.25,24.75,7389.29830408594,0.0,-205.0,23.709461,23.709461,58.875,146.800003,152.0,156.3125,161.8125,154.8125,154.8125,161.8125,7.470735,0.18116095,0.0369270454545454,14.25,0.0,6698.721642074183,0.0,194899.006546,14.25,100.0,21.25,LSZH,22R,5,A330-3_4PW067,89.187645,10.985986337619094,8.828269958496094,80.359375
1126441,40.25,-3.173259,166.625,0.228442,25289.425781,392818.75,29175.0625,4.03125,257.695251,0.279297,0.135742,0.269531,0.101563,1.13151,25289.425781,392818.75,181654.6875,138.223297,77.0,166.625,645.009949,124.114746,5.0,4.992794,4.992794,9.655071,9.655071,14.25,20.75,1.0,0.166992,0.193359,0.140625,8.34961,19.75,23.0,6225.27698972218,0.0027424094025465,129.666672,128.568222,128.568222,150.5,139.800003,145.0,144.375,152.6875,142.875,142.875,154.125,8.61328,0.7650251,0.985157025,14.25,0.0,5479.674019136216,0.0,181849.555908,14.25,200.0,19.75,LSZH,12,4,A330-2_4PW067,62.78368,27.128119013817102,23.372570037841797,86.15625
1133506,39.625,4.83264,58.0,0.250232,25273.566406,482793.21875,46593.019531,3.0,215.859375,0.278498,0.095697,0.283185,0.064449,1.072414,25273.566406,482793.21875,211482.96875,27.177555,91.0,58.0,-222.894257,14.350441,2.75,2.748178,2.748178,1.334565,1.334565,14.25,20.75,1.0,0.254884,0.175782,0.158204,8.393591,12.25,16.0,6710.64247095913,0.0,137.666672,25.842991,25.842991,52.75,146.800003,152.0,154.875,164.3125,153.375,153.375,163.75,8.87699,0.77436285,0.266365425,14.25,0.0,6176.405899327154,0.0,211682.587952,14.25,100.0,12.25,LSZH,22R,5,A330-3_4PW067,92.83574,11.95566807400603,9.913864135742188,82.921875
1026969,28.75,2.168478,88.5,0.218984,9633.514648,140753.796875,6390.991211,6.71832,19.160151,0.302539,0.107422,0.304688,0.105469,1.124566,9633.514648,140753.796875,60454.792969,91.942642,-252.0,88.5,-587.447998,77.001526,1.875,1.875,1.873907,2.127445,2.127445,14.911794,22.0012,1.0,1.450195,2.878418,0.021973,7.470704,12.75,15.5,4215.66179383322,0.0001664724488097,-196.833328,89.815201,89.815201,87.0,125.800003,131.0,137.375,147.75,135.875,135.875,139.5,9.667966,3.1404111,2.0910256551724142,14.911794,0.0,3885.896622502299,0.0,60507.805184,14.911794,100.0,12.75,LSZH,09R,1,A320-2_3CM021,90.19936,8.2663030259518,6.886863708496094,83.3125
1149817,45.75,-13.534555,14.5,0.233368,33511.3125,507870.96875,77389.507813,13.8125,219.814392,0.261719,0.027344,0.25,0.013672,1.029514,33511.3125,507870.96875,246874.046875,23.550144,-107.0,14.5,-467.985138,10.366062,-0.875,0.0,0.0,0.232948,0.232948,22.25,23.75,1.0,0.19043,0.205078,0.175781,10.415036,12.25,15.5,6833.32556376664,-0.0001040462427745,-64.333336,23.317196,23.317196,11.125,131.0,151.0,139.5,154.375,141.0,154.375,151.25,9.667968,-7.4286575,-3.973266304347826,22.25,0.0,6687.103035492894,-0.0,247147.867249,22.25,0.0,12.25,LSZH,01R,7,A340-3_2CM015,94.500626,1.5618483225504556,1.4993743896484375,96.0
1118373,59.5,-8.928895,160.75,0.242792,32846.5625,570768.0,84682.195313,9.0,75.673805,0.221094,0.046875,0.232422,0.066406,0.99349,32846.5625,570768.0,260316.15625,124.360565,113.0,160.75,747.294128,116.176132,2.375,2.37302,2.37302,3.448441,3.448441,22.25,23.75,1.0,-29.846193,-29.838869,-29.853518,12.260739,20.25,24.0,9769.00816556691,0.0021834423559572,117.166664,120.912125,120.912125,156.125,140.0,157.0,152.5625,161.375,148.5,160.24678,162.375,10.01953,-2.4027588,-0.5510102542372881,22.25,0.0,9350.292375011708,0.0,260636.211823,22.25,200.0,20.25,LSZH,25R,7,A340-3_2CM015,138.1251,48.67149068176085,45.21885681152344,92.90625
1108779,54.375,2.735811,159.125,0.24428,33888.925781,546793.625,82033.601563,2.78125,252.597595,0.235938,0.077148,0.242188,0.054688,1.03559,33888.925781,546793.625,255309.390625,122.481522,149.0,159.125,294.772583,114.334946,2.875,2.873094,2.873094,1.341959,1.341959,22.25,23.75,1.0,0.183105,0.19043,0.175781,10.458982,16.0,19.5,8705.63547506964,0.0021834423559572,154.166672,121.139565,121.139565,153.0,141.0,156.0,154.125,160.0625,148.5,158.197327,161.0,10.195312,6.9027586,7.284908592592592,22.25,0.0,8184.686494816461,0.0,255586.129822,22.25,200.0,16.0,LSZH,25R,7,A340-3_2CM015,89.19341,2.645546400352606,2.42377521923828,91.617188
1023928,36.5,-6.974426,1414.625,0.224977,25251.105469,380935.78125,27288.119141,7.6875,111.972626,0.280859,0.056641,0.275391,0.015625,1.054688,25251.105469,380935.78125,178533.96875,1418.493042,1084.0,1414.625,766.225342,1405.867188,2.75,4.250782,4.250782,1.250263,1.250263,14.25,20.75,1.0,0.166992,0.193359,0.140625,7.075196,10.25,13.0,5153.76159673857,0.0003602128395742,1172.666626,1417.242798,1417.242798,1410.375,129.800003,135.0,137.125,142.1875,135.625,135.625,143.75,8.745116,0.1039671,0.6256307499999999,14.25,0.0,4751.302114286949,0.0,178706.424362,14.25,1400.0,10.25,LLBG,32,4,A330-2_4PW067,66.746475,21.89112426289084,18.706649780273438,85.453125
1007231,42.375,-11.982043,1422.0,0.249975,32146.441406,478305.8125,56572.042969,12.8125,115.839813,0.278906,0.233398,0.285156,0.152344,1.137587,32146.441406,478305.8125,205604.359375,1420.948242,1280.0,1422.0,-848.611877,1407.222412,4.375,4.37176,4.37176,2.333034,2.333034,14.25,20.75,1.0,0.457031,0.210938,0.703125,6.635743,-4.75,-1.5,6512.51484687866,0.0003602128395742,1376.333374,1418.615234,1418.615234,1409.625,145.800003,151.0,155.75,164.5625,154.25,154.25,162.4375,8.920897,-4.95620185,-1.8657776666666668,14.25,0.0,6219.011675701091,0.0,205824.974808,14.25,1400.0,-4.75,KORD,32,6,A330-2_4PW067,65.820755,24.262345913115784,21.085494995117188,86.90625
