FLIGHT_ID,P64: Duration of Takeoff (Seconds),HEAD_WIND,MSL_ALT,MACH_NUMBER_START_EVENT,DRAG,LIFT,FUEL_QUANTITY,FUELFLOW_START_EVENT,N1,THRUST_START_EVENT,P64  Wind Speed at Start of Event (library) (knots),P64  Wind Direction (true) at Start of Event (library) (degrees),P64  Mean Longitudinal Acceleration over succeeding interval from Start of Event (g's),P64  Mean Vertical (body normal) Acceleration over succeeding interval from Start of Event (g's),P64  Longitudinal Acceleration at Start of Event (g's),P64  Vertical (body normal) Acceleration at Start of Event (library) (g's),P64  Mean Normal-Load Factor over succeeding interval from Start of Event (g's),P64  Drag (expected clean configuration) at Start of Event (lbs),P64  Lift Expected at Start of Event (lbs),P64  Gross Weight at Start of Event (library) (kg),P64  Corrected MSL Altitude at Start of Event (library) (feet),P64  Pressure Altitude (above MSL) at Start of Event (library) (feet),P64  GPS Altitude (above MSL) at Start of Event (library) (feet),P64  Density Altitude at Start of Event (ft),P64  Geometric Altitude (above MSL) at Start of Event (library) (feet),P64  Radio Altitude at Start of Event (ft),P64  Height AGL at Start of Event (feet),P64  Height AGL at Start of Event (library) (feet),P64  Height Above Takeoff (best estimate library) at Start of Event (feet),P64  Height AFE at Start of Event (library) (feet),P64  Flap Position at Start of Event (library) (deg+   TED),P64  Slat Position at Start of Event (library) (deg+   LED),P64  Slats Retracted (boolean) at Start of Event (library) (0   retracted),P64  Spoiler Position Average (all spoilers; +  TEU) at Start of Event (degrees),P64  Spoiler Position Average (left; +  TEU) at Start of Event (deg+ TEU),P64  Spoiler Position Average (right; +  TEU) at Start of Event (deg+ TEU),P64  Elevator Position at Start of Event (deg+ TEU),AIRPORT,AIRCRAFT_TYPE,RUNWAY,STAGE,PREDICTED_DISTANCE_FROM_RUNWAY_END,ERROR,ABSOLUTE_ERROR,DISTANCE_FROM_RUNWAY_END
1129200,29.5,-8.818546,1407.25,0.23188,10112.18652,153073.9531,5409.612305,8030.224609,89.75,160778.4531,8.968176,85.693336,0.355859,0.243164,0.359375,0.205078,1.266059,10112.18652,153073.9531,62486.88672,1429.493286,1457.0,1407.25,1197.833496,1407.745361,4.75,4.75,6.749856,11.546,11.546,14.911794,22.0012,1.0,0.098877,0.197754,0.0,7.822266,LSGG,A319/20/21,28,1,4793.932,2.1114245148271373,99.12726090624983,4694.804868
1020485,30.0,-10.741819,1400.5,0.22816,11547.35352,171494.0313,14276.81641,8886.587891,91.15625,181233.8438,11.717999,122.958954,0.395117,0.304688,0.393555,0.289063,1.329427,11547.35352,171494.0313,65099.58203,1437.925171,1384.0,1400.5,563.175415,1413.866455,11.875,11.875,11.862002,19.264654,19.264654,14.919977,22.001198,1.0,0.0,0.0,0.0,9.448243,LSGG,A319/20/21,28,1,4439.0845,0.37522937502068665,16.71948534375042,4455.803958
1008354,48.25,-5.388622,78.5,0.225184,34567.10938,511415.8125,55293.76953,16476.28516,85.6875,439762.7813,6.65625,351.650299,0.246484,0.076172,0.248047,0.0625,1.09158,34567.10938,511415.8125,225631.5313,32.91156,-332.0,78.5,-1788.865967,16.28022,1.125,1.123952,1.123952,4.551154,4.551154,22.25,23.75,1.0,0.168457,0.161133,0.175781,11.997067,LSZH,A340,15R,5,6112.5366,13.600619301993747,962.2092529062502,7074.745874
1006087,46.25,-5.458894,39.125,0.253952,23868.64063,483328.875,44905.65625,18506.56836,82.890625,395084.2813,5.5,128.671875,0.278107,0.137686,0.281232,0.119133,1.104096,23868.64063,483328.875,206420.875,38.358803,-99.0,39.125,341.086823,26.542076,5.125,5.123273,5.123273,1.267023,1.267023,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.866244,LSZH,A330,30R,5,7986.4062,2.94516430841583,242.3504040000007,8228.756654
1013801,39.0,-7.354767,89.5,0.216752,30307.88086,442955.7188,44118.91406,17604.82422,87.695313,452484.9688,7.6875,332.490143,0.260938,0.069336,0.261719,0.087891,1.00217,30307.88086,442955.7188,204570.4063,32.23893,-82.0,89.5,-1321.695313,16.202347,-0.625,0.0,0.0,0.0,0.0,22.25,23.75,1.0,0.124512,0.117188,0.131836,10.107419,LSZH,A340,15R,5,4655.86,18.59815200855703,1063.7398487187502,5719.599712
1019781,48.375,-3.377194,1426.375,0.2356,36075.24609,516304.4375,62550.17188,18198.12305,90.460938,469006.4063,4.65625,18.632809,0.265234,0.086914,0.283203,0.078125,1.099826,36075.24609,516304.4375,234248.2656,1401.425659,1329.0,1426.375,32.669704,1391.81543,1.25,1.249199,1.249199,1.046385,1.046385,22.25,23.75,1.0,0.153809,0.146484,0.161133,11.68945,KJFK,A340,16,5,5878.7124,15.89299605615426,1110.8510426562498,6989.563445
1130421,51.875,-3.534329,20.625,0.232128,31512.27148,505893.6563,77026.6875,18120.10547,89.640625,436943.3125,4.625,77.080055,0.233984,0.025391,0.234375,0.013672,0.997396,31512.27148,505893.6563,241649.5938,21.506426,-102.0,20.625,-282.194183,9.251785,0.25,2.374813,2.374813,1.213779,1.213779,22.25,23.75,1.0,0.212402,0.161133,0.263672,10.239255,LSZH,A340,28R,7,6702.892,18.330721038608115,1504.4683461562508,8207.360436
1032841,40.375,2.927483,67.25,0.251472,28122.08203,496444.7813,47627.21094,18669.86133,81.96875,429715.9063,4.0,348.75,0.295684,0.093744,0.300762,0.064449,1.098888,28122.08203,496444.7813,207146.625,27.233847,364.0,67.25,-367.869751,16.776482,5.0,4.99656,4.99656,1.669372,1.669372,14.25,20.75,1.0,0.755863,0.175782,1.160161,8.613317,LSGG,A330,04L,5,7669.779,16.12701579223522,1065.1323735937503,6604.646435
1104556,38.375,1.307932,162.5,0.233392,24285.80273,416403.1875,30082.24805,19424.63672,88.5,389441.1563,1.53125,270.17572,0.272656,0.116211,0.263672,0.091797,1.12066,24285.80273,416403.1875,189129.8906,133.645386,132.0,162.5,1849.835571,119.28051,2.625,4.001843,4.001843,0.851505,0.851505,14.25,20.75,1.0,0.149414,0.140625,0.158203,7.954103,LSZH,A330,30,4,5847.479,5.838439669763509,322.56856290625,5524.910441
1146560,42.25,-1.681034,1416.875,0.26536,26408.25,506924.0625,60309.65625,22657.8457,89.375,495287.7188,2.0,187.734375,0.283966,0.08105,0.285138,0.066402,1.029882,26408.25,506924.0625,228556.1875,1401.274292,1487.0,1416.875,1145.049683,1392.828369,4.75,4.746965,4.746965,1.018964,1.018964,14.25,20.75,1.0,0.237306,0.158204,0.158204,6.811552,VABB,A330,34,6,7323.2705,5.985973399767565,466.28044818750004,7789.550956
1122590,34.625,-8.30169,1418.125,0.226215,25633.53516,389917.75,26925.24414,21797.83203,91.765625,474037.9688,8.3125,96.679665,0.310156,0.108398,0.316406,0.066406,1.092448,25633.53516,389917.75,188186.4063,1421.230225,1230.0,1418.125,1244.790161,1401.755493,2.0,3.135672,3.135672,3.398375,3.398375,14.25,20.75,1.0,0.149414,0.158203,0.140625,8.657228,LLBG,A330,28,4,5045.8584,0.17841568621539552,8.986569437500293,5036.871829
1149560,50.0,-1.499258,135.75,0.235352,34899.45313,548265.3125,86859.10938,20611.23438,94.367188,481071.1875,1.5,84.638649,0.251953,0.048828,0.246094,0.039063,0.999132,34899.45313,548265.3125,260860.375,122.248276,-63.0,135.75,-25.966932,109.042915,-1.125,2.3e-05,2.3e-05,2e-06,2e-06,22.25,23.75,1.0,0.168457,0.19043,0.146484,14.282223,LSZH,A340,24L,7,6766.781,10.62012029410059,804.02911628125,7570.809878
1138733,48.875,-8.799246,70.375,0.232872,34079.68359,501067.9375,51992.10938,17965.88281,89.429688,441387.0625,10.375,282.128845,0.276172,0.077148,0.271484,0.046875,1.090712,34079.68359,501067.9375,226937.6406,30.054764,177.0,70.375,-176.448914,16.141115,-0.25,0.0,0.0,0.671412,0.671412,22.25,23.75,1.0,0.168457,0.161133,0.175781,9.008787,LSZH,A340,15R,5,6120.154,16.558562146390486,1214.5158304062497,7334.669639
1118817,33.25,-8.408201,1424.625,0.227947,26941.67773,396307.75,26925.24414,21057.56836,90.109375,470823.7188,8.46875,102.480446,0.322266,0.173828,0.3125,0.154297,1.135851,26941.67773,396307.75,182380.4375,1421.357422,1414.0,1424.625,994.543518,1404.388306,4.125,4.12327,4.12327,1.027492,1.027492,14.25,20.75,1.0,0.140625,0.140625,0.140625,10.986329,LLBG,A330,28,4,4918.9688,3.3574255272544034,159.78601600000002,4759.182734
1034605,38.5,-6.682481,146.5,0.23067,26255.48438,435296.2188,44887.50391,20346.33594,90.03125,414923.3438,6.96875,59.501938,0.309375,0.09668,0.294922,0.068359,1.082899,26255.48438,435296.2188,204225.4375,123.598053,334.0,146.5,1534.58313,101.563805,0.625,2.000118,2.000118,0.868991,0.868991,14.25,20.75,1.0,0.166992,0.175781,0.158203,9.580079,LSZH,A330,24R,5,5999.7407,1.3319983955473509,80.99530634374969,6080.736029
1030036,32.875,1.195071,163.5,0.20493,23249.73633,344609.5313,26816.38281,18230.78125,86.46875,399523.4063,2.09375,331.962799,0.310937,0.061523,0.306641,0.039063,1.030382,23249.73633,344609.5313,180203.1875,137.385605,-53.0,163.5,572.1521,119.688675,-0.875,0.125524,0.125524,3.129207,3.129207,14.25,20.75,1.0,0.149414,0.158203,0.140625,10.41504,LSZH,A330,30,4,4631.0386,17.031145983149198,673.93934621875,3957.099228
1136199,29.375,-10.509861,1417.75,0.232624,9923.157227,148372.9219,11040.26563,8298.746094,90.0625,172147.8594,10.9368,29.26757,0.321289,0.158203,0.325195,0.130859,1.115017,9923.157227,148372.9219,67059.10156,1409.82959,1173.0,1417.75,484.042755,1397.287476,4.5,4.5,4.496346,3.195717,3.195717,14.919977,22.001198,1.0,0.0,0.0,0.0,4.614258,LEBL,A319/20/21,23,1,4132.4995,52.390819390714135,4547.548031281251,8680.047543
1132348,28.5,-3.87603,29.75,0.214024,9515.503906,144795.9844,7406.820313,7039.600586,85.59375,144826.8125,7.999488,4.482421,0.307813,0.150391,0.31543,0.123047,1.172309,9515.503906,144795.9844,59656.47266,24.374105,47.0,29.75,-127.793449,8.868471,0.25,0.25,0.249818,2.186527,2.186527,14.911794,22.0012,1.0,0.087891,0.0,0.175781,8.173829,LSGG,A319/20/21,25L,1,4228.697,0.8403059365900029,35.83511465624997,4264.531892
1104536,43.25,-10.125994,714.5,0.229896,32141.98633,503423.8125,61316.58203,20720.0957,96.648438,451247.4063,10.34375,151.962845,0.287109,0.103516,0.289063,0.095703,1.03776,32141.98633,503423.8125,231472.7656,679.134705,645.0,714.5,1943.671387,667.295288,3.125,3.121808,3.121808,5.512149,5.512149,22.25,23.75,1.0,0.27832,0.380859,0.175781,12.568357,LSZH,A340,32L,6,6193.017,23.120918964135125,1862.5124591562499,8055.529549
1033154,43.0,-2.83988,1413.125,0.248992,24589.88867,482079.0625,53959.36328,21678.08594,88.0,428545.25,1.0,0.0,0.300371,0.07812,0.302715,0.070308,1.044204,24589.88867,482079.0625,220155.6563,1401.502808,1323.0,1413.125,2716.736572,1389.245117,-0.75,0.0,0.0,-5.2e-05,-5.2e-05,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.899444,KBOS,A330,16,5,7476.1953,4.9180090554756415,350.4450434999999,7125.750269
1005245,46.25,-10.217295,1419.875,0.226176,29207.81055,432878.0938,29533.54883,15959.19141,85.5625,436488.9375,10.21875,334.511627,0.25,0.09082,0.248047,0.0625,1.05599,29207.81055,432878.0938,208216.6563,1404.680786,1109.0,1419.875,-586.083069,1394.321045,3.125,3.124778,3.124778,4.914629,4.914629,22.25,23.75,1.0,0.183105,0.19043,0.175781,11.909177,LLBG,A340,16,4,5563.4663,21.603772474935106,1533.1332144062499,7096.599523
1149465,63.5,-6.146337,5561.75,0.27032,35957.89063,563378.25,78623.09375,18629.94336,97.546875,422486.7188,6.15625,198.456985,0.250391,0.074219,0.240234,0.052734,1.072483,35957.89063,563378.25,253821.8594,5533.574219,5257.0,5561.75,6400.573242,5521.050781,2.375,6.392702,6.392702,0.069729,0.069729,22.25,23.75,1.0,0.124512,0.146484,0.102539,12.568357,LSZH,A340,03L,7,10119.112,10.360427951845965,1169.5541553125004,11288.66646
1153964,43.25,0.505334,1408.5,0.264368,26534.76172,512841.6875,53142.89453,19079.91016,83.40625,450391.7813,1.5,225.351563,0.293341,0.217759,0.287091,0.238266,1.150968,26534.76172,512841.6875,212245.0,1407.234863,1554.0,1408.5,343.980103,1391.435669,4.125,4.119794,4.119794,7.935722,7.935722,14.25,20.75,1.0,0.219727,0.158204,0.123047,9.096718,KJFK,A330,16,5,7610.0386,2.448953808019692,181.9114032187499,7428.127171
1133182,31.375,-5.425733,1400.75,0.217496,10168.7793,136953.875,9039.425781,6455.385742,82.53125,146461.0938,5.499648,128.144501,0.320508,0.176758,0.322266,0.150391,1.215712,10168.7793,136953.875,58640.42578,1426.184692,1270.0,1400.75,21.253193,1406.207642,2.625,2.625,4.016918,10.968219,10.968219,14.911794,22.0012,1.0,0.0,0.0,0.0,9.580079,ESSA,A319/20/21,32,2,4621.2495,5.655048821762282,247.3463587187498,4373.903153
1009880,37.375,-6.648027,64.375,0.228937,29746.79688,434749.9063,46012.41406,19787.51172,86.875,473514.25,14.0625,17.753902,0.296484,-0.020508,0.314453,-0.027344,1.039497,29746.79688,434749.9063,197330.8281,33.372898,247.0,64.375,-912.038635,21.370232,2.625,2.623298,2.623298,1.148559,1.148559,14.25,20.75,1.0,0.140625,0.140625,0.140625,4.833985,LSZH,A330,15R,5,5455.5337,0.994033412531419,54.77430259374978,5510.307994
1023014,40.5,-6.250593,1414.125,0.24849,28549.73633,464992.5938,59511.32422,21590.99414,90.828125,474410.0313,6.40625,124.628876,0.288281,0.162109,0.279297,0.111328,1.141493,28549.73633,464992.5938,209813.7031,1420.522095,1051.0,1414.125,1053.378174,1406.05127,3.125,3.122725,3.122725,2.176106,2.176106,14.25,20.75,1.0,0.202148,0.246094,0.158203,6.767579,KORD,A330,32,6,6387.3276,1.7240748574797713,112.05420828124988,6499.381845
1019702,43.25,-1.815447,16.5,0.25172,24520.81641,485009.625,46556.73438,20368.11133,85.484375,420111.5625,3.5,180.0,0.298028,0.13671,0.289044,0.138663,1.097152,24520.81641,485009.625,213460.625,42.598221,53.0,16.5,818.057922,25.376692,3.5,3.498511,3.498511,6.012861,6.012861,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.207062,LSZH,A330,30R,5,7557.113,1.7787515525570314,136.8566000312503,7693.969393
1022319,51.25,-9.351948,1409.0,0.236096,34191.375,534323.6875,74450.66406,18657.1582,91.75,452520.0,9.46875,344.355377,0.242578,0.103516,0.244141,0.089844,1.018229,34191.375,534323.6875,242211.9375,1401.837524,1089.0,1409.0,951.747925,1388.59729,1.75,1.750958,1.750958,3.389699,3.389699,22.25,23.75,1.0,0.168457,0.175781,0.161133,11.074216,KMIA,A340,16,6,7205.9165,11.965086286837177,979.3774890937502,8185.293993
1002404,52.75,-6.949752,145.25,0.246264,34664.09766,575529.75,92410.25781,21523.86133,96.15625,508203.9375,8.125,51.503895,0.241406,0.041992,0.246094,0.048828,0.981337,34664.09766,575529.75,269803.6563,120.881798,-15.0,145.25,-144.827835,111.147232,-0.25,2.376036,2.376036,-0.219559,-0.219559,22.25,23.75,1.0,0.168457,0.175781,0.161133,12.128903,LSZH,A340,24L,7,7569.2554,8.217965090739046,677.7347709062506,8246.990142
1113920,58.25,11.680845,5563.125,0.276024,31784.44922,537622.8125,74958.61719,17082.28516,93.796875,404366.7188,11.6875,17.578121,0.205469,0.112305,0.216797,0.091797,1.067708,31784.44922,537622.8125,239019.2188,5538.19043,5056.0,5563.125,6011.722656,5528.224121,5.25,9.893453,9.893453,0.287709,0.287709,22.25,23.75,1.0,0.19043,0.205078,0.175781,10.898435,LSZH,A340,03L,7,9124.886,10.144186067391983,1030.1452378124995,10155.03098
1131308,35.25,-3.354837,90.5,0.232872,10201.22754,151397.1406,6964.207031,6850.910156,83.28125,146363.9063,3.781008,62.226547,0.282031,0.166992,0.277344,0.140625,1.205729,10201.22754,151397.1406,65317.30469,97.011185,-262.0,90.5,-992.670776,84.859276,7.125,7.125,8.379428,3.170211,3.170211,14.911794,22.0012,1.0,0.021973,0.021973,0.021973,8.876954,LSZH,A319/20/21,27R,1,5091.113,10.011729095795406,566.4165070312501,5657.5293
1035054,45.125,-7.740073,1433.0,0.263872,29316.88867,544249.75,57878.40234,21645.42773,87.703125,471625.2188,4.0,333.632813,0.321854,0.15624,0.320292,0.13671,1.131438,29316.88867,544249.75,222478.0469,1403.535034,1423.0,1433.0,1155.767822,1393.206177,6.875,6.873751,6.873751,2.306064,2.306064,14.25,20.75,1.0,0.246095,0.175782,0.140626,9.272501,KJFK,A330,16,5,8152.423,0.6523232755840873,52.83549356250023,8099.587358
1006081,38.0,-8.473084,47.875,0.222997,26976.6582,417342.2813,48371.09375,20600.34766,88.28125,467306.8125,9.21875,6.767576,0.299219,0.077148,0.287109,0.03125,1.055122,26976.6582,417342.2813,201685.3281,26.588709,-77.0,47.875,-370.861633,10.899646,-1.0,-1.0,0.0,1e-06,1e-06,14.25,20.75,1.0,0.149414,0.158203,0.140625,8.393556,LSZH,A330,22R,5,5704.6265,11.802872699827644,763.4146601562497,6468.041125
1152666,50.0,3.585379,151.25,0.229648,30677.21289,491666.375,79493.86719,18310.61328,90.0,439661.875,6.03125,315.878815,0.227734,-0.015625,0.230469,-0.001953,0.944444,30677.21289,491666.375,243880.875,119.33197,17.0,151.25,-194.742752,107.404541,-1.0,0.874504,0.874504,3e-06,3e-06,22.25,23.75,1.0,0.19043,0.19043,0.19043,13.227535,LSZH,A340,25R,7,6015.0903,18.872926639261898,1399.3153439687503,7414.405676
1122689,46.0,-2.211353,1413.25,0.258912,25248.09766,467513.1563,40242.72656,19754.85547,84.953125,418581.75,0.0,0.0,0.272248,0.134757,0.265608,0.134757,1.090642,25248.09766,467513.1563,211247.0938,1402.496216,1258.0,1413.25,1778.338135,1387.048096,0.25,0.249858,0.249858,3.4e-05,3.4e-05,14.25,20.75,1.0,0.254884,0.175782,0.158204,5.317405,OMDB,A330,16,5,8073.105,0.6011895824788837,48.24462446874986,8024.860356
1128232,39.875,-4.653239,151.0,0.229185,26257.14063,407659.5313,46230.13672,18865.8125,86.546875,435971.3438,6.40625,3.867187,0.290234,0.095703,0.265625,0.068359,1.082899,26257.14063,407659.5313,198709.75,124.526428,155.0,151.0,-173.671021,106.013168,-0.5,0.0,0.0,3.53657,3.53657,14.25,20.75,1.0,0.158203,0.175781,0.140625,8.34961,LSZH,A330,24L,5,5797.9204,2.470603453638904,146.87225284375018,5944.792663
1124572,29.75,-1.470059,1398.0,0.22444,9746.454102,125108.8984,6828.158203,7348.036133,88.0,145501.2188,1.656144,123.574188,0.346289,0.200195,0.347656,0.185547,1.257813,9746.454102,125108.8984,59293.59766,1429.674438,1445.0,1398.0,2182.087402,1405.031738,1.875,1.875,2.393903,10.377866,10.377866,14.911794,22.0012,1.0,0.109863,0.219727,0.0,8.745118,EGLL,A319/20/21,28,1,4559.6714,3.761863126844683,165.3098657187502,4394.361521
1153599,50.5,-4.736256,16.125,0.232872,34309.02344,516002.0313,82505.27344,18406.77539,89.546875,462857.4375,5.40625,89.121071,0.240234,0.102539,0.234375,0.087891,1.059462,34309.02344,516002.0313,246166.5781,20.789141,-265.0,16.125,-1118.39624,9.133573,0.0,2.00143,2.00143,-0.027805,-0.027805,22.25,23.75,1.0,0.13916,0.131836,0.146484,14.633785,LSZH,A340,28R,7,6757.434,10.436117077140052,787.38628696875,7544.820369
1038912,40.25,-4.137786,56.875,0.232402,28528.77539,448471.75,58930.72266,20538.66016,88.078125,466617.2813,8.25,271.054626,0.313281,0.081055,0.296875,0.066406,1.156684,28528.77539,448471.75,209595.9688,28.063686,-386.0,56.875,-663.364502,14.175151,1.25,2.375003,2.375003,1.319007,1.319007,14.25,20.75,1.0,0.158203,0.175781,0.140625,6.064454,LSZH,A330,04L,5,6050.585,6.383799677066286,363.07898793749973,5687.505973
1143857,44.625,-12.093206,66.125,0.21948,34340.01953,474883.7188,52137.23438,18914.79883,90.90625,463696.9688,13.09375,338.115143,0.269141,0.015625,0.263672,0.005859,1.038628,34340.01953,474883.7188,222511.3594,31.021206,266.0,66.125,-337.617157,15.766729,-1.0,2.124142,2.124142,2.728295,2.728295,22.25,23.75,1.0,0.13916,0.117188,0.161133,12.832028,LSZH,A340,15R,5,5891.626,10.544962715211167,694.5050624374999,6586.131039
1105651,45.5,-7.778541,64.875,0.229152,29889.0,456256.5938,51955.82422,18130.99219,91.257813,407833.8125,10.0,354.111237,0.236328,0.035156,0.230469,0.054688,1.045139,29889.0,456256.5938,217704.125,29.183897,371.0,64.875,1266.060059,15.733725,1.25,1.249256,1.249256,0.417979,0.417979,22.25,23.75,1.0,0.117188,0.102539,0.131836,10.415036,LSZH,A340,15R,5,6160.8906,14.272517567066881,1025.708643,7186.599268
1013807,62.5,-3.840571,5563.5,0.269328,35874.19922,562549.8125,82360.14063,18668.04492,97.773438,405609.0938,4.125,216.826111,0.221875,0.073242,0.21875,0.064453,1.092448,35874.19922,562549.8125,251808.2656,5536.002441,5215.0,5563.5,6883.380371,5519.28418,0.125,3.026447,3.026447,2.577392,2.577392,22.25,23.75,1.0,0.153809,0.175781,0.131836,11.557614,LSZH,A340,03L,7,10085.59,8.86214622200685,980.7118362500005,11066.30168
1153504,48.25,-3.448242,43.5,0.253456,23832.30273,492193.625,41857.51563,18615.43164,82.71875,387789.9063,3.5,311.132813,0.278107,0.145498,0.283185,0.13671,1.09802,23832.30273,492193.625,208053.7969,57.248699,-68.0,43.5,755.849609,63.991371,6.375,6.365747,6.365747,9.750845,9.750845,14.25,20.75,1.0,0.254884,0.175782,0.158204,6.943389,LSZH,A330,12R,5,8763.477,3.9174051276972954,330.3593655000004,8433.117197
1019147,28.0,-6.540333,1408.75,0.222704,11407.43652,166204.9844,8304.761719,8668.869141,90.8125,184573.1094,6.968304,121.289032,0.383594,0.239258,0.386719,0.240234,1.269965,11407.43652,166204.9844,66260.77344,1435.984863,1346.0,1408.75,270.473694,1417.274292,13.375,13.375,13.370605,16.590841,16.590841,14.911794,22.004751,1.0,0.285645,0.505371,0.065918,6.020508,LEMD,A319/20/21,28,2,4634.5034,13.753147536317861,560.32743396875,4074.175984
1128545,41.5,-15.097697,1415.25,0.233392,29584.87305,458770.2188,52834.44141,21293.4375,91.0625,470595.5938,15.375,127.529266,0.337891,0.108398,0.326172,0.087891,1.111979,29584.87305,458770.2188,212426.3906,1422.369751,1322.0,1415.25,1150.371826,1403.215942,0.0,0.0,0.0,7.335427,7.335427,14.25,20.75,1.0,0.158203,0.175781,0.140625,10.195313,CYUL,A330,32,5,6516.6875,0.8997122478852905,59.16373899999962,6575.851239
1124372,42.5,-1.765287,1427.25,0.261888,27158.54492,535605.8125,62178.45703,23372.70703,89.78125,485583.5,0.5,304.453125,0.312089,0.11425,0.308574,0.072261,1.127532,27158.54492,535605.8125,227286.125,1402.114136,1424.0,1427.25,1572.902466,1390.97168,2.125,2.123601,2.123601,1.279309,1.279309,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.294953,KORD,A330,16,6,7412.6797,2.1764278555274226,157.89515149999988,7254.784536
1025011,37.75,-7.946762,49.125,0.236115,28372.41602,456902.4688,50112.88672,23506.9668,91.875,506900.75,8.0,124.453094,0.287891,0.078125,0.300781,0.054688,1.063368,28372.41602,456902.4688,218087.2188,34.028122,-280.0,49.125,-592.112732,19.376673,1.75,1.74838,1.74838,4.483212,4.483212,14.25,20.75,1.0,0.149414,0.158203,0.140625,6.108399,LSZH,A330,33L,5,6256.8496,0.9709249732031556,61.34492862499974,6318.194538
1136952,40.5,-1.156238,79.0,0.219232,29269.00391,462027.2813,47674.55078,17855.20703,89.984375,410534.4375,1.15625,19.599604,0.254297,0.081055,0.255859,0.107422,1.045139,29269.00391,462027.2813,207581.7344,31.219095,-17.0,79.0,354.437469,17.525562,2.5,2.497578,2.497578,4.952043,4.952043,22.25,23.75,1.0,0.512695,0.849609,0.175781,11.953122,LSZH,A340,22R,5,5005.8633,15.155095408001824,894.1531137499996,5900.016395
1125062,32.625,-5.080749,1441.0,0.232872,11035.56543,172522.2969,7796.833008,8338.660156,90.8125,170045.2031,5.093424,99.755836,0.336914,0.240234,0.325195,0.205078,1.312934,11035.56543,172522.2969,65535.03125,1428.646362,1365.0,1441.0,1113.935547,1402.449707,1.75,1.75,2.907232,11.843769,11.843769,14.919977,22.0012,1.0,0.86792,0.0,1.73584,8.525392,EGLL,A319/20/21,28,1,4759.9785,3.7843601249924093,187.21980037499998,4947.198316
1003776,44.25,-3.435854,1418.875,0.263128,24732.73633,480941.0938,54775.82813,21010.39844,86.28125,467832.75,3.5,345.9375,0.27342,0.074214,0.281232,0.074214,1.053318,24732.73633,480941.0938,219974.2188,1403.317749,1440.0,1418.875,1026.745483,1394.374268,8.625,8.618953,8.618953,1.838259,1.838259,14.25,20.75,1.0,0.254884,0.175782,0.158204,7.075225,KJFK,A330,16,5,7796.8345,1.224136093664177,96.62670734375024,7893.46118
1135808,49.125,4.373142,21.875,0.238576,30733.95313,498705.875,75248.875,17621.1543,89.648438,426772.375,4.375,299.61908,0.219141,0.085938,0.216797,0.060547,1.029948,30733.95313,498705.875,234502.2344,23.895472,-72.0,21.875,22.069839,10.820563,3.0,2.99821,2.99821,3.3187,3.3187,22.25,23.75,1.0,0.183105,0.19043,0.175781,9.667966,LSZH,A340,28L,7,6407.6533,15.11121648515801,1140.6387566875,7548.292077
1026305,32.0,-5.269163,1413.5,0.239072,10606.04395,160002.2969,5034.111328,8088.283203,89.1875,170385.2188,5.31216,130.165985,0.339258,0.245117,0.327148,0.214844,1.204427,10606.04395,160002.2969,65680.17969,1423.334106,1322.0,1413.5,516.708496,1416.895508,14.875,14.875,16.499329,4.347685,4.347685,14.919977,22.004751,1.0,0.054932,0.0,0.109863,7.250977,LSGG,A319/20/21,32,1,4778.174,2.0838097463379186,101.68701587499982,4879.860844
1035062,36.0,-3.311736,1422.25,0.221712,27100.7168,405461.2813,26630.98828,18885.76953,92.335938,448792.6563,3.3125,94.65818,0.273047,0.075195,0.261719,0.056641,1.027778,27100.7168,405461.2813,191835.7813,1418.877563,1428.0,1422.25,1191.870117,1399.889526,0.125,2.75019,2.75019,-4.2e-05,-4.2e-05,22.25,23.75,1.0,0.124512,0.117188,0.131836,10.810544,LLBG,A340,28,4,3819.7368,24.148245332569505,1216.0554775937499,5035.792294
1132884,34.625,4.110065,87.75,0.244032,10626.08398,159148.1563,6849.928223,7228.290527,85.15625,155081.375,4.124736,274.570251,0.289648,0.225586,0.288086,0.236328,1.247396,10626.08398,159148.1563,64446.40625,98.160233,151.0,87.75,-601.814148,83.625114,7.5,7.5,7.496434,3.689888,3.689888,14.911794,22.004751,1.0,0.109863,0.109863,0.109863,7.69043,LSZH,A319/20/21,27R,1,4752.3057,10.574138348992768,561.9351789374996,5314.240843
1019743,29.75,-5.546233,106.5,0.211792,8871.439453,121312.0625,7907.493164,6520.702148,82.71875,141247.625,4.21848,353.408112,0.293555,0.046875,0.291992,0.023438,1.06467,8871.439453,121312.0625,59583.89844,123.537445,-61.0,106.5,-1018.020935,103.426132,-1.75,-1.75,0.014963,4.243886,4.243886,14.919977,22.0012,1.0,0.010986,0.0,0.021973,5.712891,LSZH,A319/20/21,19R,2,4982.5894,27.82190711866536,1920.5985185312502,6903.187874
